time stamp,pendulum,angle
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,3842
,0,3842
,0,3843
,0,3844
,0,3845
,0,3846
,0,3847
,0,3849
,0,3851
,0,3853
,0,3856
,0,3859
,0,3863
,0,3867
,0,3871
,0,3876
,0,3881
,0,3887
,0,3893
,0,3899
,0,3906
,0,3913
,0,3920
,0,3927
,0,3935
,0,3943
,0,3953
,0,3963
,0,3973
,0,3985
,0,3997
,0,4010
,0,4024
,0,4038
,0,4052
,0,4067
,0,4082
,0,4097
,0,4112
,0,4128
,0,4135
,0,4148
,0,4161
,0,4173
,0,4188
,0,4196
,0,4206
,0,4215
,0,4224
,0,4233
301,0,4241
302,0,4247
303,0,4254
304,0,4260
305,0,4265
306,0,4270
307,0,4280
308,0,4290
309,0,4296
310,0,4292
311,0,4296
312,0,4300
313,0,4303
314,0,4305
315,0,4305
316,0,4305
317,0,4306
318,0,4306
319,0,4305
320,0,4304
321,0,4302
322,0,4302
323,0,4305
324,0,4306
325,0,4298
326,0,4292
327,0,4289
328,0,4285
329,0,4280
330,0,4278
331,0,4279
332,0,4274
333,0,4263
334,0,4253
335,0,4246
336,0,4237
337,0,4227
338,0,4217
339,0,4206
340,0,4195
341,0,4183
342,0,4173
343,0,4167
344,0,4155
345,0,4144
346,0,4133
347,0,4122
348,0,4112
349,0,4103
350,0,4095
351,0,4088
352,0,4081
353,0,4075
354,0,4071
355,0,4067
356,0,4065
357,0,4063
358,0,4062
359,0,4062
360,0,4062
361,0,4063
362,0,4064
363,0,4065
364,0,4066
365,0,4068
366,0,4069
367,0,4071
368,0,4073
369,0,4075
370,0,4076
371,0,4079
372,0,4081
373,0,4084
374,0,4087
375,0,4091
376,0,4095
377,0,4100
378,0,4106
379,0,4112
380,0,4118
381,0,4125
382,0,4133
383,0,4142
384,0,4151
385,0,4161
386,0,4171
387,0,4182
388,0,4193
389,0,4205
390,0,4217
391,0,4231
392,0,4245
393,0,4259
394,0,4273
395,0,4289
396,0,4305
397,0,4321
398,0,4338
399,0,4356
400,0,4371
401,0,4383
402,0,4399
403,0,4417
404,0,4433
405,0,4446
406,0,4460
407,0,4473
408,0,4485
409,0,4496
410,0,4506
411,0,4515
412,0,4523
413,0,4530
414,0,4536
415,0,4542
416,0,4546
417,0,4549
418,0,4552
419,0,4553
420,0,4553
421,0,4553
422,0,4552
423,0,4550
424,0,4548
425,0,4545
426,0,4543
427,0,4539
428,0,4535
429,0,4531
430,0,4525
431,0,4519
432,0,4512
433,0,4504
434,0,4495
435,0,4485
436,0,4475
437,0,4464
438,0,4452
439,0,4439
440,0,4426
441,0,4413
442,0,4398
443,0,4384
444,0,4368
445,0,4352
446,0,4335
447,0,4323
448,0,4310
449,0,4291
450,0,4270
451,0,4256
452,0,4246
453,0,4231
454,0,4217
455,0,4203
456,0,4191
457,0,4180
458,0,4169
459,0,4158
460,0,4149
461,0,4142
462,0,4135
463,0,4130
464,0,4125
465,0,4122
466,0,4119
467,0,4117
468,0,4115
469,0,4114
470,0,4114
471,0,4115
472,0,4115
473,0,4117
474,0,4119
475,0,4121
476,0,4124
477,0,4126
478,0,4129
479,0,4133
480,0,4137
481,0,4141
482,0,4145
483,0,4149
484,0,4152
485,0,4158
486,0,4163
487,0,4168
488,0,4173
489,0,4178
490,0,4184
491,0,4189
492,0,4196
493,0,4202
494,0,4209
495,0,4215
496,0,4224
497,0,4232
498,0,4241
499,0,4251
500,0,4261
501,0,4273
502,0,4286
503,0,4299
504,0,4313
505,0,4327
506,0,4343
507,0,4358
508,0,4375
509,0,4391
510,0,4408
511,0,4425
512,0,4435
513,0,4450
514,0,4466
515,0,4481
516,0,4495
517,0,4509
518,0,4521
519,0,4534
520,0,4545
521,0,4555
522,0,4565
523,0,4574
524,0,4582
525,0,4589
526,0,4595
527,0,4600
528,0,4604
529,0,4606
530,0,4607
531,0,4608
532,0,4607
533,0,4605
534,0,4602
535,0,4599
536,0,4595
537,0,4591
538,0,4587
539,0,4581
540,0,4580
